what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329780660759
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329780664410
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329780665034
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329780665299
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329780667109
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1329780667109
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329780669371
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329780669465
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329780674426
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329780677951
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329780683006
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1329780711320
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1329780711429
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329780715501
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1329780715501
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329780717076
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329780720758
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1329780763278
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329780766550
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329780794091
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1329780794102
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329780823126
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329780835546
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329780838320
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1329780840980
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1329780841022
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329780854106
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329780867259
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329780874298
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1329780875936
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329780877959
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1329780881325
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329780881972
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329780883210
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1329780900320
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329780903519
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329780905537
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329780910981
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329780914573
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329780915906
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1329780916130
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1329780916241
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329780922359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329780960333
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329780960351
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329780969787
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329780974493
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329780980755
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329780989164
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1329780995478
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1329780995573
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781012776
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781041293
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329781041312
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781042462
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781116004
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1329781116103
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1329781116145
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1329781116145
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329781117962
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1329781117962
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329781134893
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329781135116
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1329781135818
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1329781136331
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781141360
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781141510
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329781158843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781195655
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781208195
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781219472
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781237553
error,log,,,"Internal Error",1329781256613
error,log,,,"Internal Error",1329781257202
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781277978
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1329781308417
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781308672
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329781311528
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1329781315356
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781329352
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781367656
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329781367785
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781372108
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781413538
error,log,,,"Internal Error",1329781501728
error,log,,,"Internal Error",1329781502597
error,log,,,"Internal Error",1329781504491
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781552096
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781554491
error,log,,,"Internal Error",1329781625931
error,log,,,"Internal Error",1329781627353
error,log,,,"Internal Error",1329781629089
error,log,,,"Internal Error",1329781630713
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1329781642273
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781646687
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781665412
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781708709
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781752813
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329781752910
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329781754981
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329781759684
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329781775604
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329781825196
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781827542
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781841263
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1329781875880
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1329781907094
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1329781915058
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329781986533
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329782013969
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329782017261
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329782026222
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329782027608
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329782027867
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329782027868
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329782041885
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329782099074
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329782139987
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329782170168
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1329782198101
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329782201694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329782203661
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1329782619003
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329782621102
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329782621259
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329782624545
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1329782647312
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1329782647462
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1329782657888
closed,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.ClassFileEditor",1329782657888
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329782727472
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329782793234
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1329782861598
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329782862477
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329782862646
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329782868388
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329782964824
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1329782964849
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329782965580
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329785753972
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329785755439
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329785756701
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1329785756935
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1329785757622
stopped,bundle,org.eclipse.m2e.discovery,1.0.0.20110607-2117,"org.eclipse.m2e.discovery",1329785757637
stopped,bundle,org.eclipse.m2e.refactoring,1.0.0.20110607-2117,"org.eclipse.m2e.refactoring",1329785757653
stopped,bundle,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor",1329785757669
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.0.20110607-2117,"org.eclipse.m2e.editor.xml",1329785757669
stopped,bundle,org.eclipse.m2e.jdt,1.0.0.20110607-2117,"org.eclipse.m2e.jdt",1329785757684
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1329833483517
started,bundle,org.eclipse.osgi,3.7.0.v20110613,"org.eclipse.osgi",1329833483517
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1329833483517
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1329833483517
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1329833483517
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1329833483517
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1329833483626
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1329833483658
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1329833483658
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1329833483658
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1329833483658
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1329833483658
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1329833483704
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1329833483704
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1329833483704
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1329833483704
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1329833483704
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1329833483704
started,bundle,org.eclipse.epp.mpc.ui,1.1.0.I20110525-0742,"org.eclipse.epp.mpc.ui",1329833483704
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1329833483704
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1329833483704
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1329833483704
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1329833483704
started,bundle,org.eclipse.equinox.ds,1.3.0.v20110502,"org.eclipse.equinox.ds",1329833483704
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1329833483704
